date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-02-25,8.25,9.45,8.25,8.3,382500
2021-02-26,8.4,8.75,8.3,8.4,97100
2021-03-01,8.35,8.45,8.25,8.3,106300
2021-03-02,8.35,8.65,8.3,8.4,50800
2021-03-03,8.35,8.75,8.35,8.4,42800
2021-03-04,8.5,8.6,8.35,8.55,25700
2021-03-05,8.55,8.55,8.3,8.45,16100
2021-03-09,8.35,8.45,8.3,8.4,16700
2021-03-10,8.35,8.35,8.3,8.35,13600
2021-03-11,8.35,8.4,8.25,8.4,14300
2021-03-12,8.3,8.4,8.25,8.35,18900
2021-03-15,8.35,8.35,8.25,8.35,7100
2021-03-16,8.35,8.4,8.3,8.4,2300
2021-03-17,8.35,8.4,8.35,8.35,4900
2021-03-18,8.4,8.4,8.3,8.4,17000
2021-03-19,8.35,8.45,8.25,8.4,11200
2021-03-22,8.35,8.4,8.3,8.35,4800
2021-03-23,8.3,8.35,8.25,8.35,13200
2021-03-24,8.35,8.35,8.25,8.3,3000
2021-03-25,8.35,8.35,8.25,8.3,7000
2021-03-26,8.35,8.35,8.35,8.35,200
2021-03-29,8.35,8.35,8.25,8.3,19000
2021-03-30,8.25,8.35,8.2,8.25,14500
2021-03-31,8.25,8.45,8.2,8.4,48400
2021-04-01,8.35,8.7,8.3,8.55,49700
2021-04-02,8.4,8.55,8.3,8.45,40100
2021-04-05,8.45,8.55,8.35,8.4,16300
2021-04-06,8.35,9.0,8.35,8.55,158000
2021-04-07,8.45,10.4,8.45,9.3,1340100
2021-04-08,9.45,10.15,8.75,9.25,508600
2021-04-09,9.2,9.85,8.8,9.0,317800
2021-04-12,9.05,9.05,8.6,8.75,139600
2021-04-13,8.7,8.75,8.45,8.65,134900
2021-04-14,8.5,8.8,8.5,8.75,75600
2021-04-15,8.65,8.75,8.5,8.6,25400
2021-04-16,8.65,8.85,8.5,8.75,63900
2021-04-19,8.65,8.75,8.6,8.7,32100
2021-04-20,8.65,9.3,8.6,8.7,194800
2021-04-21,8.75,8.8,8.65,8.8,19000
2021-04-22,8.8,8.8,8.65,8.75,14300
2021-04-23,8.75,8.75,8.6,8.65,28600
2021-04-26,8.6,8.7,8.6,8.65,11900
2021-04-27,8.65,8.75,8.65,8.75,17200
2021-04-28,8.65,8.9,8.65,8.7,35000
2021-04-29,8.65,8.75,8.6,8.7,2100
2021-04-30,8.7,8.9,8.6,8.65,22100
2021-05-04,8.7,8.7,8.4,8.5,43800
2021-05-05,8.5,8.6,8.5,8.55,3400
2021-05-06,8.5,8.6,8.5,8.6,1200
2021-05-07,8.55,8.65,8.5,8.65,24500
2021-05-10,8.6,8.6,8.6,8.6,700
2021-05-11,8.55,8.6,8.5,8.5,4200
2021-05-12,8.65,8.65,8.45,8.5,22200
2021-05-13,8.5,8.5,8.3,8.4,64100
2021-05-14,8.4,8.45,8.25,8.3,50200
2021-05-17,8.35,8.75,8.3,8.5,89600
2021-05-18,8.55,8.55,8.4,8.5,23100
2021-05-19,8.5,8.5,8.4,8.5,2500
2021-05-20,8.4,8.5,8.3,8.5,39300
2021-05-21,8.5,8.5,8.3,8.45,39400
2021-05-24,8.35,8.5,8.35,8.5,22500
