date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,Номинал,"Ставка купона,  % годовых",Размер выплаты
2020-12-15,97.449,97.449,97.449,97.449,0.0,0,0
2020-12-16,97.399,97.399,97.399,97.399,0.0,0,0
2020-12-17,97.301,97.399,97.301,97.399,0.0,0,0
2020-12-18,97.48,97.48,97.449,97.449,0.0,0,0
2020-12-21,97.399,97.399,97.302,97.399,0.0,0,0
2020-12-22,97.399,97.649,97.399,97.6,0.0,0,0
2020-12-23,97.599,97.599,97.351,97.351,0.0,0,0
2020-12-25,97.55,97.55,97.55,97.55,0.0,0,0
2020-12-28,97.589,97.589,97.55,97.55,0.0,0,0
2020-12-29,97.45,97.499,97.435,97.435,0.0,0,0
2020-12-30,97.4,97.59,97.26,97.26,0.0,0,0
2021-01-04,97.82,97.821,97.261,97.821,0.0,0,0
2021-01-11,97.449,97.59,97.449,97.549,0.0,0,0
2021-01-12,97.5,97.549,97.5,97.5,0.0,0,0
2021-01-13,97.5,97.5,97.4,97.4,0.0,0,0
2021-01-14,97.499,97.499,97.45,97.45,0.0,0,0
2021-01-18,97.48,97.48,97.48,97.48,0.0,0,0
2021-01-19,97.4,97.499,97.4,97.41,0.0,0,0
2021-01-20,97.499,97.499,97.4,97.4,0.0,0,0
2021-01-21,97.449,97.449,97.4,97.4,0.0,0,0
2021-01-25,97.399,97.399,97.32,97.32,0.0,0,0
2021-01-26,97.399,97.399,97.32,97.32,0.0,0,0
2021-01-27,97.32,97.32,97.32,97.32,1000.0,4.16,14.35
2021-01-28,97.271,97.271,97.27,97.27,0.0,0,0
2021-01-29,97.27,97.45,97.27,97.45,0.0,0,0
