date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,Номинал,"Ставка купона,  % годовых",Размер выплаты
2021-04-16,98.0,98.0,97.75,97.751,0.0,0,0
2021-04-19,97.711,97.801,97.711,97.8,0.0,0,0
2021-04-20,97.849,97.849,97.8,97.849,0.0,0,0
2021-04-23,101.901,101.901,101.901,101.901,0.0,0,0
2021-04-26,97.849,97.849,97.751,97.751,0.0,0,0
2021-04-27,98.8,98.8,97.849,97.849,0.0,0,0
2021-04-28,97.849,97.849,97.849,97.849,0.0,0,0
2021-04-30,97.849,97.849,97.849,97.849,0.0,0,0
2021-05-04,97.849,97.849,97.849,97.849,0.0,0,0
2021-05-05,97.849,97.849,97.849,97.849,0.0,0,0
2021-05-07,98.8,98.8,98.8,98.8,0.0,0,0
2021-05-10,97.76,97.76,97.76,97.76,0.0,0,0
2021-05-11,97.76,97.848,97.76,97.848,0.0,0,0
2021-05-12,97.849,97.859,97.849,97.859,0.0,0,0
2021-05-13,97.849,97.85,97.849,97.85,0.0,0,0
2021-05-14,97.85,97.85,97.85,97.85,0.0,0,0
2021-05-17,99.0,99.0,97.85,97.9,0.0,0,0
2021-05-18,97.91,97.919,97.91,97.919,0.0,0,0
2021-05-19,99.0,99.0,97.899,98.049,0.0,0,0
2021-05-20,97.999,98.5,97.999,98.5,0.0,0,0
2021-05-21,98.029,98.099,98.029,98.099,0.0,0,0
2021-05-24,98.109,98.349,98.1,98.349,0.0,0,0
2021-05-25,98.349,98.449,98.349,98.449,0.0,0,0
2021-05-26,98.449,98.649,98.449,98.6,0.0,0,0
2021-05-27,97.862,98.649,97.862,98.55,0.0,0,0
2021-05-28,98.699,98.749,98.6,98.6,0.0,0,0
2021-05-31,98.2,98.749,98.2,98.749,0.0,0,0
2021-06-01,98.749,98.749,98.1,98.7,0.0,0,0
2021-06-02,98.6,98.6,98.4,98.4,0.0,0,0
2021-06-03,98.499,98.549,98.4,98.549,0.0,0,0
2021-06-07,98.549,98.549,98.549,98.549,0.0,0,0
2021-06-08,98.545,98.579,97.761,98.579,0.0,0,0
2021-06-09,98.55,98.55,98.55,98.55,0.0,0,0
2021-06-10,98.579,98.579,98.579,98.579,0.0,0,0
2021-06-11,97.762,98.749,97.762,98.749,0.0,0,0
2021-06-14,98.999,98.999,98.999,98.999,0.0,0,0
2021-06-15,97.912,97.912,97.911,97.911,0.0,0,0
2021-06-16,98.579,98.7,98.55,98.55,0.0,0,0
2021-06-18,98.45,98.45,98.45,98.45,0.0,0,0
2021-06-21,98.55,98.589,98.55,98.589,0.0,0,0
2021-06-22,98.589,98.589,98.589,98.589,0.0,0,0
2021-06-23,98.45,98.45,98.45,98.45,0.0,0,0
2021-06-24,98.6,98.6,98.55,98.55,0.0,0,0
2021-06-25,98.45,98.6,98.45,98.6,0.0,0,0
2021-06-28,98.45,98.6,98.45,98.45,0.0,0,0
2021-06-30,97.761,98.6,97.761,98.6,1000.0,"4,7","11,72"
2021-07-02,97.802,98.699,97.802,98.699,0.0,0,0
2021-07-05,98.452,98.6,98.452,98.6,0.0,0,0
2021-07-06,98.549,98.7,98.549,98.7,0.0,0,0
2021-07-07,98.75,98.75,98.599,98.599,0.0,0,0
2021-07-12,98.499,98.549,98.499,98.549,0.0,0,0
2021-07-13,98.999,98.999,98.5,98.849,0.0,0,0
2021-07-14,98.502,98.8,98.501,98.7,0.0,0,0
2021-07-15,98.798,98.799,98.798,98.799,0.0,0,0
2021-07-19,99.0,99.0,98.75,98.75,0.0,0,0
2021-07-20,98.7,98.799,98.7,98.7,0.0,0,0
2021-07-21,98.799,98.799,98.799,98.799,0.0,0,0
2021-07-22,98.75,98.759,98.75,98.75,0.0,0,0
2021-07-23,98.7,98.7,98.7,98.7,0.0,0,0
2021-07-26,98.749,98.749,98.749,98.749,0.0,0,0
2021-07-27,98.729,98.729,98.729,98.729,0.0,0,0
2021-07-29,98.7,98.7,98.7,98.7,0.0,0,0
2021-07-30,98.694,98.694,98.694,98.694,0.0,0,0
2021-08-02,98.013,98.68,98.011,98.68,0.0,0,0
2021-08-03,98.45,98.45,98.45,98.45,0.0,0,0
2021-08-04,98.599,98.599,98.599,98.599,0.0,0,0
2021-08-05,98.54,98.54,98.54,98.54,0.0,0,0
2021-08-06,98.4,98.4,98.1,98.1,0.0,0,0
2021-08-09,98.52,98.52,98.52,98.52,0.0,0,0
2021-08-10,98.598,98.598,98.4,98.4,0.0,0,0
2021-08-12,98.58,98.598,98.58,98.598,0.0,0,0
2021-08-13,98.598,98.599,98.598,98.599,0.0,0,0
2021-08-16,98.649,98.649,98.649,98.649,0.0,0,0
2021-08-17,98.59,98.59,98.59,98.59,0.0,0,0
2021-08-20,98.5,98.5,98.1,98.1,0.0,0,0
2021-08-23,98.35,98.35,98.2,98.2,0.0,0,0
2021-08-25,97.849,98.45,97.849,98.16,0.0,0,0
2021-08-30,98.3,98.3,98.3,98.3,0.0,0,0
2021-09-01,97.79,98.449,97.79,98.3,0.0,0,0
2021-09-02,98.201,98.201,98.201,98.201,0.0,0,0
2021-09-06,98.399,98.399,98.399,98.399,0.0,0,0
2021-09-07,98.2,98.2,98.2,98.2,0.0,0,0
2021-09-08,98.3,98.3,98.25,98.25,0.0,0,0
2021-09-10,98.399,98.399,98.399,98.399,0.0,0,0
2021-09-14,98.449,98.45,98.449,98.449,0.0,0,0
2021-09-17,98.3,98.475,98.3,98.475,0.0,0,0
2021-09-21,98.4,98.5,98.4,98.42,0.0,0,0
2021-09-22,98.45,98.45,98.45,98.45,0.0,0,0
2021-09-23,98.082,98.082,98.082,98.082,0.0,0,0
2021-09-24,98.301,98.301,98.3,98.3,0.0,0,0
2021-09-27,98.053,98.5,98.053,98.5,0.0,0,0
2021-09-28,98.4,98.4,98.4,98.4,0.0,0,0
2021-09-29,99.2,99.2,99.2,99.2,1000.0,"6,1","15,21"
2021-09-30,98.498,102.268,98.498,102.268,0.0,0,0
2021-10-01,98.251,98.251,98.251,98.251,0.0,0,0
2021-10-04,98.499,98.499,98.499,98.499,0.0,0,0
2021-10-05,98.311,98.311,98.311,98.311,0.0,0,0
2021-10-06,98.999,98.999,98.361,98.361,0.0,0,0
2021-10-07,98.499,98.499,98.499,98.499,0.0,0,0
2021-10-08,98.499,102.327,98.499,102.327,0.0,0,0
2021-10-11,98.351,98.499,98.351,98.43,0.0,0,0
2021-10-13,98.072,98.072,98.072,98.072,0.0,0,0
2021-10-15,98.999,98.999,98.073,98.073,0.0,0,0
2021-10-18,98.498,102.029,98.45,102.029,0.0,0,0
2021-10-19,98.499,98.499,98.499,98.499,0.0,0,0
2021-10-21,98.2,98.499,98.2,98.499,0.0,0,0
2021-10-22,98.498,98.498,98.498,98.498,0.0,0,0
2021-10-27,98.999,98.999,98.999,98.999,0.0,0,0
2021-10-28,98.499,98.499,98.056,98.107,0.0,0,0
2021-10-29,98.499,98.499,98.499,98.499,0.0,0,0
2021-11-02,98.499,98.499,98.499,98.499,0.0,0,0
2021-11-03,98.999,98.999,95.76,98.0,0.0,0,0
2021-11-05,98.984,98.984,98.86,98.86,0.0,0,0
2021-11-08,98.999,99.0,98.116,98.116,0.0,0,0
2021-11-09,98.152,98.499,98.152,98.499,0.0,0,0
2021-11-10,98.45,98.45,98.45,98.45,0.0,0,0
2021-11-11,98.42,98.499,98.42,98.45,0.0,0,0
2021-11-12,98.45,98.499,98.45,98.499,0.0,0,0
2021-11-15,98.45,98.499,98.45,98.499,0.0,0,0
2021-11-16,98.499,98.499,98.212,98.45,0.0,0,0
2021-11-17,98.45,99.199,98.4,99.199,0.0,0,0
2021-11-18,98.45,98.5,98.45,98.5,0.0,0,0
2021-11-19,98.45,98.45,98.45,98.45,0.0,0,0
2021-11-22,98.549,102.134,98.212,102.134,0.0,0,0
2021-11-23,98.451,99.199,98.1,99.199,0.0,0,0
2021-11-24,98.212,98.212,98.211,98.211,0.0,0,0
2021-11-25,98.45,98.55,98.45,98.55,0.0,0,0
2021-11-26,98.231,102.293,98.231,102.293,0.0,0,0
2021-11-29,98.449,102.155,98.449,102.155,0.0,0,0
2021-11-30,98.451,99.199,98.45,99.199,0.0,0,0
2021-12-01,98.45,98.599,98.45,98.599,0.0,0,0
2021-12-02,99.199,99.199,98.45,98.45,0.0,0,0
2021-12-03,98.599,98.599,98.599,98.599,0.0,0,0
2021-12-06,98.5,98.5,98.5,98.5,0.0,0,0
2021-12-07,98.5,99.899,98.5,99.899,0.0,0,0
2021-12-08,98.699,98.78,98.699,98.78,0.0,0,0
2021-12-09,98.65,98.749,98.65,98.749,0.0,0,0
2021-12-10,98.749,98.749,98.232,98.749,0.0,0,0
2021-12-13,102.332,102.332,98.74,99.199,0.0,0,0
2021-12-14,98.759,98.759,98.75,98.759,0.0,0,0
2021-12-15,102.207,102.207,98.7,99.199,0.0,0,0
2021-12-16,98.759,98.759,98.759,98.759,0.0,0,0
2021-12-17,98.759,98.759,98.301,98.758,0.0,0,0
2021-12-20,102.228,102.228,98.759,99.199,0.0,0,0
2021-12-21,98.779,98.779,98.779,98.779,0.0,0,0
2021-12-22,99.199,99.199,99.199,99.199,0.0,0,0
2021-12-23,98.779,98.779,98.5,98.779,0.0,0,0
2021-12-24,98.82,102.673,98.779,102.673,0.0,0,0
2021-12-27,102.312,102.312,98.799,98.799,0.0,0,0
2021-12-28,98.829,102.091,98.751,102.091,0.0,0,0
2021-12-29,102.781,102.781,98.7,98.701,1000.0,"7,1","17,69"
2021-12-30,98.8,103.027,98.68,103.027,0.0,0,0
2022-01-03,99.199,99.7,99.199,99.7,0.0,0,0
2022-01-04,99.7,99.7,99.7,99.7,0.0,0,0
2022-01-05,99.7,99.7,99.7,99.7,0.0,0,0
2022-01-06,97.001,99.7,97.001,99.7,0.0,0,0
2022-01-10,98.702,98.999,98.702,98.702,0.0,0,0
2022-01-11,98.999,98.999,98.999,98.999,0.0,0,0
2022-01-12,98.802,99.6,98.802,99.6,0.0,0,0
2022-01-14,101.06,101.06,98.8,98.889,0.0,0,0
2022-01-17,98.89,99.699,97.2,98.897,0.0,0,0
2022-01-18,98.201,98.858,98.2,98.858,0.0,0,0
2022-01-19,99.698,99.7,96.001,96.001,0.0,0,0
2022-01-20,98.7,101.999,98.7,101.999,0.0,0,0
2022-01-21,101.999,101.999,98.6,99.798,0.0,0,0
2022-01-24,98.999,98.999,98.85,98.85,0.0,0,0
2022-01-25,100.762,100.763,98.6,100.763,0.0,0,0
2022-01-26,102.689,102.689,96.04,96.51,0.0,0,0
2022-01-27,102.7,102.719,98.7,100.151,0.0,0,0
2022-01-28,98.997,102.813,98.0,102.813,0.0,0,0
2022-01-31,98.85,102.429,98.005,102.429,0.0,0,0
2022-02-01,98.85,101.97,98.2,101.97,0.0,0,0
2022-02-02,98.85,102.167,98.799,98.8,0.0,0,0
2022-02-03,98.799,102.334,98.387,102.333,0.0,0,0
2022-02-04,98.8,102.518,98.8,102.518,0.0,0,0
2022-02-07,100.0,101.999,98.604,101.999,0.0,0,0
2022-02-08,98.546,101.999,98.374,101.999,0.0,0,0
2022-02-09,98.799,101.999,98.799,101.999,0.0,0,0
2022-02-10,98.8,102.0,98.8,102.0,0.0,0,0
2022-02-11,98.8,102.0,98.427,102.0,0.0,0,0
2022-02-14,98.352,102.0,98.35,102.0,0.0,0,0
2022-02-15,98.456,101.999,98.456,101.999,0.0,0,0
2022-02-16,98.8,101.999,98.8,101.999,0.0,0,0
2022-02-17,98.388,101.999,98.388,98.671,0.0,0,0
2022-02-18,98.401,101.999,98.401,101.997,0.0,0,0
2022-02-21,101.694,102.0,98.3,98.3,0.0,0,0
2022-02-22,98.8,101.999,98.8,101.999,0.0,0,0
2022-02-24,97.911,101.999,97.911,101.999,0.0,0,0
2022-02-25,96.246,98.006,96.245,98.0,0.0,0,0
2022-03-21,101.499,101.5,99.5,100.0,0.0,0,0
2022-03-22,101.498,101.498,99.99,100.0,0.0,0,0
2022-03-23,101.999,101.999,99.0,99.0,0.0,0,0
2022-03-24,99.4,99.9,99.4,99.9,0.0,0,0
2022-03-25,100.977,100.977,99.9,100.0,0.0,0,0
2022-03-28,100.0,100.0,99.074,100.0,0.0,0,0
2022-03-29,100.0,100.0,99.25,100.0,0.0,0,0
2022-03-30,99.047,100.0,99.047,100.0,1000.0,"11,62","28,97"
2022-03-31,100.0,100.0,100.0,100.0,0.0,0,0
2022-04-01,100.0,100.0,100.0,100.0,0.0,0,0
2022-04-05,100.0,100.0,95.44,99.497,0.0,0,0
2022-04-06,98.251,99.924,98.25,99.503,0.0,0,0
2022-04-07,99.6,99.6,99.498,99.498,0.0,0,0
2022-04-08,99.849,99.85,99.849,99.85,0.0,0,0
2022-04-11,100.0,100.0,99.85,99.85,0.0,0,0
2022-04-12,100.0,100.0,95.776,98.601,0.0,0,0
2022-04-13,100.0,100.0,98.7,99.85,0.0,0,0
2022-04-14,99.851,99.851,98.002,99.6,0.0,0,0
2022-04-15,99.6,99.6,99.1,99.549,0.0,0,0
2022-04-18,98.378,99.2,98.222,98.4,0.0,0,0
2022-04-19,98.41,99.59,98.39,99.198,0.0,0,0
2022-04-20,99.849,99.849,99.002,99.3,0.0,0,0
2022-04-21,99.5,99.5,98.481,99.3,0.0,0,0
2022-04-22,101.999,102.0,99.006,99.3,0.0,0,0
2022-04-25,99.111,99.999,98.473,99.5,0.0,0,0
2022-04-26,100.0,100.0,98.9,99.279,0.0,0,0
2022-04-27,99.263,99.263,98.7,98.7,0.0,0,0
2022-04-28,99.323,99.323,98.6,98.65,0.0,0,0
2022-04-29,99.462,99.462,98.743,98.743,0.0,0,0
2022-05-04,98.654,99.699,98.6,98.8,0.0,0,0
2022-05-05,98.9,98.9,98.6,98.7,0.0,0,0
2022-05-06,98.849,98.975,98.6,98.898,0.0,0,0
2022-05-11,99.294,99.299,98.601,98.999,0.0,0,0
2022-05-12,98.998,99.399,98.7,98.712,0.0,0,0
2022-05-13,99.196,99.299,99.196,99.299,0.0,0,0
2022-05-16,99.6,99.999,98.801,99.061,0.0,0,0
2022-05-17,98.999,99.0,98.843,99.0,0.0,0,0
2022-05-18,103.879,103.879,98.045,98.677,0.0,0,0
2022-05-19,99.0,99.0,98.701,98.702,0.0,0,0
2022-05-20,98.95,98.95,98.009,98.432,0.0,0,0
2022-05-23,99.396,99.396,97.202,98.9,0.0,0,0
2022-05-24,99.0,99.999,98.801,99.867,0.0,0,0
2022-05-25,99.867,99.867,98.801,98.9,0.0,0,0
2022-05-26,98.601,99.918,98.601,98.701,0.0,0,0
2022-05-27,99.8,99.81,98.501,98.801,0.0,0,0
2022-05-30,100.999,100.999,98.5,98.57,0.0,0,0
2022-05-31,98.889,102.632,98.65,102.632,0.0,0,0
2022-06-01,98.601,103.039,98.5,99.014,0.0,0,0
2022-06-02,99.0,100.878,98.609,100.878,0.0,0,0
2022-06-03,98.9,100.0,98.202,99.999,0.0,0,0
2022-06-06,99.001,100.969,98.0,99.001,0.0,0,0
2022-06-07,99.447,99.499,98.901,99.499,0.0,0,0
2022-06-08,99.5,99.5,99.0,99.1,0.0,0,0
2022-06-09,98.011,100.96,98.0,99.398,0.0,0,0
2022-06-10,99.499,99.9,99.0,99.348,0.0,0,0
2022-06-14,99.298,99.3,99.0,99.0,0.0,0,0
2022-06-15,99.001,99.001,98.446,98.8,0.0,0,0
2022-06-16,99.003,99.003,99.0,99.0,0.0,0,0
2022-06-17,98.65,98.995,98.65,98.995,0.0,0,0
2022-06-20,99.0,99.0,98.7,98.7,0.0,0,0
2022-06-21,98.798,98.849,98.307,98.849,0.0,0,0
2022-06-22,99.02,99.02,98.401,98.997,0.0,0,0
2022-06-23,98.9,99.001,98.6,98.601,0.0,0,0
2022-06-24,98.601,99.564,98.6,99.389,0.0,0,0
2022-06-27,100.899,100.9,98.4,98.701,0.0,0,0
2022-06-28,99.3,99.398,98.999,98.999,0.0,0,0
2022-06-29,98.999,99.0,98.6,99.0,1000.0,"14,46","36,06"
2022-06-30,99.999,99.999,98.6,98.9,0.0,0,0
2022-07-01,98.899,98.999,98.2,98.979,0.0,0,0
2022-07-04,98.101,98.798,98.101,98.65,0.0,0,0
2022-07-05,98.699,98.699,98.6,98.697,0.0,0,0
2022-07-06,98.552,98.8,98.552,98.8,0.0,0,0
2022-07-07,98.8,98.8,98.7,98.8,0.0,0,0
2022-07-08,98.8,98.8,98.799,98.799,0.0,0,0
2022-07-11,98.708,98.903,98.708,98.88,0.0,0,0
2022-07-12,98.996,98.996,98.5,98.697,0.0,0,0
2022-07-13,98.7,98.8,98.7,98.8,0.0,0,0
2022-07-14,98.7,98.8,98.6,98.6,0.0,0,0
2022-07-15,97.501,98.794,97.501,98.79,0.0,0,0
2022-07-18,98.9,98.9,98.65,98.65,0.0,0,0
2022-07-19,98.001,98.68,98.0,98.65,0.0,0,0
2022-07-20,98.837,98.85,98.65,98.66,0.0,0,0
2022-07-21,98.661,98.999,98.66,98.661,0.0,0,0
2022-07-22,98.848,98.851,98.652,98.84,0.0,0,0
2022-07-25,98.5,98.799,98.5,98.651,0.0,0,0
2022-07-26,99.882,99.882,98.746,98.83,0.0,0,0
2022-07-27,98.925,98.925,98.83,98.83,0.0,0,0
2022-07-28,98.83,98.83,98.83,98.83,0.0,0,0
2022-07-29,98.9,98.95,98.755,98.909,0.0,0,0
2022-08-01,99.001,99.001,98.7,98.9,0.0,0,0
2022-08-02,99.05,99.05,98.897,98.9,0.0,0,0
2022-08-03,98.95,99.0,98.9,99.0,0.0,0,0
2022-08-04,98.851,99.048,98.85,98.95,0.0,0,0
2022-08-05,99.866,99.866,98.808,99.0,0.0,0,0
2022-08-08,99.049,99.049,98.85,98.95,0.0,0,0
2022-08-09,99.048,99.048,98.85,98.9,0.0,0,0
2022-08-10,99.0,99.0,98.95,98.95,0.0,0,0
2022-08-11,98.804,98.999,98.804,98.931,0.0,0,0
2022-08-12,98.949,98.949,98.941,98.949,0.0,0,0
2022-08-15,98.949,98.95,98.949,98.95,0.0,0,0
2022-08-16,99.0,99.0,98.95,98.95,0.0,0,0
2022-08-17,98.9,99.0,98.9,98.921,0.0,0,0
2022-08-18,99.05,99.05,98.921,98.95,0.0,0,0
2022-08-19,99.022,99.05,98.9,98.9,0.0,0,0
2022-08-22,99.999,99.999,98.871,99.0,0.0,0,0
2022-08-23,98.95,98.95,98.95,98.95,0.0,0,0
2022-08-24,98.881,98.881,98.881,98.881,0.0,0,0
2022-08-25,98.803,98.949,98.801,98.801,0.0,0,0
2022-08-26,98.949,98.95,98.801,98.801,0.0,0,0
2022-08-29,98.802,98.899,98.802,98.85,0.0,0,0
2022-08-30,98.937,98.95,98.937,98.95,0.0,0,0
2022-08-31,98.95,98.95,98.95,98.95,0.0,0,0
2022-09-01,98.95,98.95,98.815,98.95,0.0,0,0
2022-09-02,98.999,99.0,98.999,99.0,0.0,0,0
2022-09-05,99.0,99.149,98.95,99.0,0.0,0,0
2022-09-06,99.148,99.15,98.953,99.0,0.0,0,0
2022-09-08,98.95,98.95,98.9,98.9,0.0,0,0
2022-09-09,98.5,99.099,98.5,98.806,0.0,0,0
2022-09-12,98.998,98.998,98.998,98.998,0.0,0,0
2022-09-13,98.832,98.832,98.832,98.832,0.0,0,0
2022-09-14,98.852,98.991,98.85,98.9,0.0,0,0
2022-09-15,99.0,99.0,98.85,98.999,0.0,0,0
2022-09-16,98.998,99.999,98.998,99.0,0.0,0,0
2022-09-19,94.917,99.199,94.917,99.0,0.0,0,0
2022-09-20,99.0,99.0,98.802,98.802,0.0,0,0
2022-09-21,98.8,100.0,97.999,98.899,0.0,0,0
2022-09-22,98.9,98.949,98.89,98.949,0.0,0,0
2022-09-23,99.1,99.1,98.85,98.95,0.0,0,0
2022-09-26,99.0,99.0,95.499,98.55,0.0,0,0
2022-09-27,100.0,100.0,98.7,98.9,0.0,0,0
2022-09-28,98.655,98.998,98.655,98.8,1000.0,"8,31","20,72"
2022-09-29,99.0,99.0,98.6,98.8,0.0,0,0
2022-09-30,98.8,98.8,94.491,98.799,0.0,0,0
2022-10-03,98.8,99.0,98.8,99.0,0.0,0,0
2022-10-04,102.582,102.582,98.7,98.8,0.0,0,0
2022-10-05,98.85,98.895,98.707,98.895,0.0,0,0
2022-10-06,98.701,98.85,98.7,98.849,0.0,0,0
2022-10-07,98.849,98.85,98.84,98.84,0.0,0,0
2022-10-10,98.7,98.85,98.0,98.849,0.0,0,0
2022-10-11,98.899,98.899,98.651,98.849,0.0,0,0
2022-10-12,102.83,102.83,98.651,98.85,0.0,0,0
2022-10-13,98.85,98.851,98.84,98.85,0.0,0,0
2022-10-14,98.85,98.85,98.711,98.8,0.0,0,0
2022-10-17,102.744,102.744,98.8,98.8,0.0,0,0
2022-10-18,98.8,98.8,98.8,98.8,0.0,0,0
2022-10-19,98.8,98.803,98.8,98.803,0.0,0,0
2022-10-20,98.803,98.803,98.731,98.8,0.0,0,0
2022-10-21,98.8,98.8,98.75,98.8,0.0,0,0
2022-10-24,98.652,98.94,98.651,98.94,0.0,0,0
2022-10-25,98.94,98.94,98.879,98.94,0.0,0,0
2022-10-26,101.0,101.0,98.939,98.94,0.0,0,0
2022-10-27,101.998,102.841,97.981,99.5,0.0,0,0
2022-10-28,98.77,98.94,98.74,98.741,0.0,0,0
2022-10-31,98.94,98.94,98.74,98.94,0.0,0,0
2022-11-01,98.939,98.939,98.752,98.939,0.0,0,0
2022-11-02,98.939,98.939,98.899,98.939,0.0,0,0
2022-11-03,98.654,98.939,98.653,98.899,0.0,0,0
2022-11-07,98.899,98.939,98.741,98.939,0.0,0,0
2022-11-08,101.895,101.895,98.74,98.94,0.0,0,0
2022-11-09,98.899,98.94,98.899,98.9,0.0,0,0
