date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-09-20,230.32,231.62,224.9,225.1,38518600
2021-09-21,226.12,229.4,225.12,226.62,22595700
2021-09-22,227.8,231.7,227.24,231.5,20078300
2021-09-23,233.02,233.82,227.44,230.96,36549400
2021-09-24,231.48,232.56,227.76,228.56,20631200
2021-09-27,229.44,229.84,226.0,227.12,16251500
2021-09-28,227.14,227.72,223.02,223.24,27302900
2021-09-29,223.0,226.4,221.5,222.18,38566300
2021-09-30,222.5,222.9,215.86,218.3,42369500
2021-10-01,216.82,222.22,216.24,221.22,23523300
2021-10-04,220.88,221.36,215.42,216.36,21619200
2021-10-05,215.48,218.7,211.8,218.18,38646500
2021-10-06,218.14,218.14,212.74,215.24,28570500
2021-10-07,215.54,224.1,215.54,222.72,46484700
2021-10-08,225.0,227.68,223.74,227.66,35794500
2021-10-11,228.88,232.44,225.76,226.44,48150400
2021-10-12,225.8,227.68,223.0,225.28,19570600
2021-10-13,226.0,227.72,223.28,227.18,26567900
2021-10-14,228.26,230.0,226.5,229.28,31819800
2021-10-15,229.5,231.24,227.62,231.08,24468700
2021-10-18,231.22,231.78,229.74,231.2,15131900
2021-10-19,232.0,237.0,231.66,236.72,34453900
2021-10-20,236.8,236.98,231.9,235.3,26358900
2021-10-21,234.94,235.18,231.48,232.1,16696800
2021-10-22,232.16,233.0,228.0,228.64,18653200
2021-10-25,229.64,230.7,226.5,230.24,16819300
2021-10-26,230.38,231.36,226.88,226.88,16278100
2021-10-27,226.46,226.46,221.7,222.5,29601500
2021-10-28,222.52,224.88,220.1,223.62,24281000
2021-10-29,223.02,223.16,219.74,221.7,19511100
2021-11-01,221.96,224.0,221.6,223.96,17136000
2021-11-02,223.52,224.88,220.72,221.34,14709800
2021-11-03,221.26,221.92,218.74,220.38,14610600
2021-11-05,220.2,220.22,215.6,216.64,21867600
2021-11-08,217.7,219.62,216.62,218.72,17893900
2021-11-09,218.62,225.38,218.04,221.88,28897500
2021-11-10,222.32,225.2,216.0,216.94,30433800
2021-11-11,217.46,220.94,217.32,220.5,19077700
2021-11-12,220.4,223.2,217.56,221.0,25179200
2021-11-15,220.46,224.74,219.0,223.58,24971600
2021-11-16,224.04,231.26,224.04,226.26,50155000
2021-11-17,227.7,228.98,223.54,225.32,24767900
2021-11-18,225.22,226.4,221.78,222.92,23809400
2021-11-19,223.88,224.94,218.72,221.44,27346500
2021-11-22,221.2,224.54,214.0,218.5,53009900
2021-11-23,218.12,224.48,212.76,224.0,42180800
2021-11-24,224.62,225.26,219.68,221.82,25181400
2021-11-25,222.28,223.78,219.68,221.28,11210700
2021-11-26,217.38,218.98,214.0,215.6,33173900
2021-11-29,218.38,219.98,214.42,216.86,26157400
2021-11-30,213.86,217.6,212.8,215.38,41462800
2021-12-01,219.98,222.8,217.08,219.52,31204900
2021-12-02,219.2,221.74,218.68,221.1,22392200
2021-12-03,221.98,222.3,217.78,218.26,15145200
2021-12-06,219.46,220.44,215.62,218.86,15370600
2021-12-07,219.0,220.38,217.34,219.2,16377700
2021-12-08,219.72,221.88,218.64,218.88,26448800
2021-12-09,219.98,221.08,217.04,220.06,17118000
2021-12-10,220.16,220.54,218.0,218.88,12835600
2021-12-13,219.04,220.2,208.32,208.5,34977400
2021-12-14,208.88,212.98,188.54,209.58,65056900
2021-12-15,209.88,213.26,207.3,212.96,30180200
2021-12-16,214.2,217.46,211.84,213.1,36326300
2021-12-17,213.24,218.48,210.54,217.38,32961000
2021-12-20,216.44,217.38,213.34,216.44,21517700
2021-12-21,217.22,218.82,215.5,216.62,21071400
2021-12-22,216.62,219.24,216.22,218.34,18752800
2021-12-23,218.3,220.2,217.5,218.72,19133200
2021-12-24,218.1,219.18,216.5,218.24,10740200
2021-12-27,219.0,225.5,218.54,225.28,21583900
2021-12-28,225.94,229.3,225.1,226.42,23972600
2021-12-29,226.5,228.34,225.34,226.28,16537300
2021-12-30,226.28,229.24,225.9,229.0,18118100
2022-01-03,229.98,234.5,229.62,233.78,19521400
2022-01-04,234.0,234.5,231.32,233.14,20192500
2022-01-05,233.14,236.2,226.04,230.1,33178100
2022-01-06,229.3,233.88,228.5,232.8,20095100
2022-01-10,234.98,237.3,233.74,235.08,33122600
2022-01-11,235.1,237.94,234.2,237.34,42874100
2022-01-12,237.06,240.82,235.34,240.4,54184800
2022-01-13,227.02,233.36,222.5,228.36,89485200
2022-01-14,227.98,230.44,221.9,226.48,57149100
2022-01-17,227.2,227.56,215.52,218.2,41713200
2022-01-18,218.38,219.3,197.06,206.94,98908400
2022-01-19,207.26,221.88,198.0,220.24,76506100
2022-01-20,221.02,226.66,217.82,223.0,47062500
2022-01-21,220.42,224.36,216.82,221.0,44326100
2022-01-24,221.48,222.4,204.72,212.5,73770900
2022-01-25,212.76,216.3,208.58,214.66,42550800
2022-01-26,214.0,223.1,210.7,217.88,45715100
2022-01-27,216.98,225.64,214.42,220.66,42849400
2022-01-28,221.4,223.64,219.58,220.82,25089300
2022-01-31,220.76,224.94,216.62,219.16,31057100
2022-02-01,220.0,221.28,216.22,219.48,23808900
2022-02-02,219.6,220.34,214.68,216.7,26054700
2022-02-03,216.48,217.5,212.2,213.92,19010000
2022-02-04,214.4,217.7,212.34,214.0,20338900
2022-02-07,214.58,217.2,212.5,215.8,13701500
2022-02-08,215.78,224.48,214.7,223.72,32094500
2022-02-09,224.3,228.3,223.24,226.74,31693700
2022-02-10,226.36,228.72,222.52,224.54,30761000
2022-02-11,224.52,225.22,215.26,216.88,33694700
2022-02-14,216.64,221.94,212.64,220.82,38113300
2022-02-15,221.5,225.1,220.0,223.24,27772100
2022-02-16,223.28,225.6,220.2,223.04,27362200
2022-02-17,223.3,223.4,216.48,217.74,29284400
2022-02-18,218.46,221.0,213.04,214.5,29964300
2022-02-21,214.4,219.22,181.58,192.52,100342300
2022-02-22,192.36,213.06,188.0,211.5,112791000
2022-02-24,190.5,198.22,145.0,182.0,82353900
2022-02-25,185.64,206.4,185.64,190.52,46978900
2022-03-24,210.34,237.0,208.12,209.9,30666100
