date,CLOSE,OPEN,HIGH,LOW
2020-03-24,965.32,929.89,978.23,929.89
2020-03-25,981.69,989.49,1027.62,943.02
2020-03-26,1017.03,986.43,1022.02,959.31
2020-03-27,955.34,1013.15,1015.89,945.28
2020-03-30,958.54,950.2,962.6,926.8
2020-03-31,1014.44,979.27,1014.51,979.27
2020-04-01,987.75,990.15,995.18,977.48
2020-04-02,1034.06,1011.8,1038.2,983.63
2020-04-03,1049.88,1038.92,1070.42,1030.64
2020-04-06,1083.43,1069.66,1090.81,1059.31
2020-04-07,1099.76,1097.82,1122.88,1087.08
2020-04-08,1114.6,1091.53,1114.6,1083.5
2020-04-09,1155.49,1132.27,1170.27,1119.82
2020-04-10,1142.07,1136.22,1148.6,1127.84
2020-04-13,1124.97,1142.9,1148.58,1118.87
2020-04-14,1133.23,1133.95,1151.65,1127.19
2020-04-15,1046.88,1129.49,1129.49,1045.13
2020-04-16,1066.91,1057.13,1087.8,1036.95
2020-04-17,1078.69,1083.27,1092.54,1068.93
2020-04-20,1068.32,1075.22,1079.75,1055.71
2020-04-21,1012.15,1037.69,1037.89,991.49
2020-04-22,1066.01,1011.38,1071.8,1006.96
2020-04-23,1099.67,1079.15,1110.4,1071.34
2020-04-24,1081.32,1090.46,1103.77,1074.06
2020-04-27,1083.68,1086.06,1099.38,1081.49
2020-04-28,1109.6,1085.86,1125.88,1081.09
2020-04-29,1144.64,1117.72,1147.97,1113.89
2020-04-30,1125.03,1157.93,1169.88,1121.78
2020-05-04,1099.42,1111.28,1111.28,1080.63
2020-05-05,1133.16,1117.0,1135.4,1115.99
2020-05-06,1111.43,1135.74,1139.51,1106.06
2020-05-07,1126.48,1112.34,1138.22,1111.73
2020-05-08,1136.34,1125.66,1140.01,1116.25
2020-05-12,1137.28,1130.71,1143.65,1123.16
2020-05-13,1110.37,1124.29,1132.75,1110.37
2020-05-14,1102.98,1106.25,1113.94,1086.36
2020-05-15,1107.49,1121.47,1134.34,1107.49
2020-05-18,1167.88,1122.71,1167.95,1122.71
2020-05-19,1177.24,1171.43,1183.77,1168.04
2020-05-20,1225.47,1176.02,1225.47,1173.7
2020-05-21,1206.28,1226.09,1243.27,1196.21
2020-05-22,1188.47,1194.86,1198.26,1174.86
2020-05-25,1213.41,1195.96,1213.41,1195.96
2020-05-26,1224.99,1220.59,1243.96,1220.45
2020-05-27,1212.2,1222.91,1234.83,1197.78
2020-05-28,1241.77,1219.22,1241.77,1211.85
2020-05-29,1219.76,1236.36,1236.36,1210.07
2020-06-01,1247.61,1240.08,1253.91,1233.73
2020-06-02,1277.85,1258.1,1283.85,1255.75
2020-06-03,1301.88,1290.27,1301.88,1277.15
2020-06-04,1257.31,1295.23,1296.34,1252.14
2020-06-05,1285.78,1266.42,1291.0,1265.26
2020-06-08,1288.71,1287.32,1306.27,1278.75
2020-06-09,1284.31,1295.42,1299.59,1263.75
2020-06-10,1277.58,1284.27,1288.07,1266.02
2020-06-11,1238.11,1267.99,1267.99,1237.02
2020-06-15,1221.6,1214.13,1223.09,1196.47
2020-06-16,1242.72,1243.48,1264.12,1236.12
2020-06-17,1237.93,1247.75,1257.91,1233.65
2020-06-18,1230.71,1235.27,1242.95,1221.2
2020-06-19,1249.67,1234.88,1259.86,1234.88
2020-06-22,1256.77,1249.47,1258.5,1235.16
2020-06-23,1281.18,1264.34,1282.95,1263.77
2020-06-25,1257.18,1258.02,1262.33,1242.32
2020-06-26,1246.74,1268.89,1270.36,1236.91
2020-06-29,1239.81,1241.0,1249.45,1230.11
2020-06-30,1212.63,1246.93,1250.32,1212.63
2020-07-02,1248.28,1222.73,1250.57,1220.84
2020-07-03,1235.18,1245.05,1252.64,1229.44
2020-07-06,1247.14,1246.84,1266.28,1241.71
2020-07-07,1247.83,1240.89,1251.9,1229.91
2020-07-08,1245.54,1240.6,1250.44,1238.71
2020-07-09,1234.42,1242.94,1252.25,1230.07
2020-07-10,1245.65,1229.46,1245.65,1221.96
2020-07-13,1234.5,1249.86,1257.73,1232.99
2020-07-14,1216.79,1221.19,1221.24,1197.2
2020-07-15,1219.26,1212.88,1228.41,1210.14
2020-07-16,1219.93,1216.67,1222.16,1208.29
2020-07-17,1216.17,1213.16,1218.32,1209.24
2020-07-20,1235.85,1214.76,1235.85,1205.79
2020-07-21,1259.72,1242.99,1266.48,1242.99
2020-07-22,1255.1,1257.73,1266.16,1250.31
2020-07-23,1261.62,1262.61,1274.56,1254.06
2020-07-24,1255.98,1249.86,1258.36,1243.54
2020-07-27,1266.16,1260.32,1276.49,1260.32
2020-07-28,1257.69,1272.73,1277.82,1249.72
2020-07-29,1266.01,1255.89,1270.42,1254.15
2020-07-30,1232.35,1265.6,1266.81,1226.86
2020-07-31,1234.44,1250.02,1251.57,1232.99
2020-08-03,1257.42,1235.2,1260.47,1234.97
2020-08-04,1260.16,1264.53,1269.81,1246.82
2020-08-05,1295.27,1265.72,1297.97,1265.14
2020-08-06,1282.44,1296.2,1299.76,1278.22
2020-08-07,1271.43,1286.37,1286.37,1266.85
2020-08-10,1267.96,1271.97,1280.41,1267.96
2020-08-11,1296.01,1268.93,1301.19,1268.93
2020-08-12,1307.12,1288.04,1307.12,1283.6
2020-08-13,1326.13,1306.74,1326.13,1304.59
2020-08-14,1323.8,1328.2,1328.2,1306.0
2020-08-17,1308.71,1327.78,1336.58,1301.03
2020-08-18,1311.52,1306.53,1322.99,1303.3
2020-08-19,1316.32,1312.48,1322.48,1308.09
2020-08-20,1272.81,1308.75,1308.75,1272.81
2020-08-21,1262.01,1286.6,1291.23,1252.91
2020-08-24,1281.52,1265.93,1288.15,1265.93
2020-08-25,1267.16,1284.12,1289.33,1265.85
2020-08-26,1273.24,1271.77,1273.24,1256.72
2020-08-27,1264.86,1274.8,1279.2,1258.69
2020-08-28,1265.62,1267.38,1271.32,1254.83
2020-08-31,1258.6,1274.05,1286.07,1255.34
2020-09-01,1274.5,1265.7,1282.24,1264.85
2020-09-02,1234.82,1280.08,1283.69,1229.5
2020-09-03,1223.21,1234.42,1241.28,1216.93
2020-09-04,1220.01,1222.21,1236.65,1214.72
2020-09-07,1218.52,1223.75,1230.02,1210.21
2020-09-08,1189.47,1221.35,1225.16,1183.78
2020-09-09,1201.34,1189.69,1206.04,1187.98
2020-09-10,1216.59,1207.98,1220.27,1191.89
2020-09-11,1223.05,1210.12,1225.59,1207.27
2020-09-14,1228.48,1224.14,1239.42,1218.41
2020-09-15,1253.68,1229.16,1253.68,1227.94
2020-09-16,1251.86,1252.38,1257.92,1243.6
2020-09-17,1243.29,1238.42,1246.02,1232.82
2020-09-18,1228.64,1246.67,1250.13,1226.48
2020-09-21,1181.24,1225.32,1225.99,1176.63
2020-09-22,1193.06,1189.37,1209.03,1182.04
2020-09-23,1195.77,1214.29,1225.06,1195.77
2020-09-24,1188.98,1187.48,1192.67,1172.94
2020-09-25,1164.68,1189.4,1193.58,1160.28
2020-09-28,1166.86,1171.87,1178.65,1163.08
2020-09-29,1155.67,1169.84,1172.76,1138.95
2020-09-30,1178.51,1158.75,1182.96,1152.94
2020-10-01,1174.49,1181.29,1191.19,1170.72
2020-10-02,1148.07,1157.17,1157.17,1134.01
2020-10-05,1157.86,1152.56,1160.54,1144.04
2020-10-06,1168.56,1163.75,1176.58,1157.41
2020-10-07,1143.95,1157.93,1164.69,1140.53
2020-10-08,1158.82,1150.83,1158.82,1148.0
2020-10-09,1164.34,1157.38,1165.69,1147.95
2020-10-12,1162.91,1163.09,1169.93,1155.85
2020-10-13,1156.11,1162.18,1169.8,1151.18
2020-10-14,1160.3,1157.02,1164.67,1151.51
2020-10-15,1132.29,1156.18,1156.44,1128.06
2020-10-16,1132.8,1137.25,1138.87,1121.29
2020-10-19,1135.12,1131.43,1137.07,1128.8
2020-10-20,1140.69,1130.26,1143.82,1123.08
2020-10-21,1143.42,1145.3,1151.94,1136.76
2020-10-22,1155.24,1143.17,1155.39,1137.14
2020-10-23,1164.06,1154.25,1166.51,1149.13
2020-10-26,1152.33,1163.89,1165.58,1151.45
2020-10-27,1131.36,1146.56,1151.66,1126.6
2020-10-28,1078.29,1124.23,1124.23,1070.68
2020-10-29,1078.96,1075.4,1091.43,1062.7
2020-10-30,1066.6,1078.02,1078.37,1056.02
2020-11-02,1069.33,1062.09,1075.12,1039.51
2020-11-03,1108.15,1077.2,1109.71,1077.2
2020-11-05,1170.74,1121.24,1172.14,1121.24
2020-11-06,1178.28,1163.85,1178.28,1151.74
2020-11-09,1236.3,1187.84,1242.23,1187.32
2020-11-10,1232.87,1224.45,1240.78,1212.61
2020-11-11,1233.81,1236.14,1254.16,1231.47
2020-11-12,1238.45,1224.64,1239.78,1219.15
2020-11-13,1227.78,1224.72,1233.84,1218.52
2020-11-16,1268.61,1243.1,1268.61,1243.1
2020-11-17,1258.46,1274.26,1276.81,1246.71
2020-11-18,1276.75,1258.77,1282.07,1253.23
2020-11-19,1258.91,1270.45,1270.45,1251.53
2020-11-20,1262.69,1263.65,1269.02,1256.21
2020-11-23,1256.81,1267.92,1287.36,1255.8
2020-11-24,1287.12,1270.34,1288.71,1265.88
2020-11-25,1301.83,1298.86,1309.54,1287.36
2020-11-26,1307.14,1310.04,1316.57,1298.6
2020-11-27,1302.43,1303.47,1306.01,1291.17
2020-11-30,1281.97,1300.14,1300.14,1281.0
2020-12-01,1311.05,1283.56,1312.69,1283.56
2020-12-02,1335.44,1308.61,1335.44,1305.87
2020-12-03,1339.41,1336.84,1339.41,1321.42
2020-12-04,1357.39,1342.06,1358.63,1342.06
2020-12-07,1368.86,1352.22,1368.86,1341.4
2020-12-08,1364.66,1362.32,1375.75,1354.75
2020-12-09,1372.47,1364.46,1382.75,1364.46
2020-12-10,1404.68,1362.07,1404.68,1360.06
2020-12-11,1412.88,1404.78,1413.56,1395.77
2020-12-14,1398.12,1421.88,1432.73,1397.49
2020-12-15,1390.46,1387.15,1409.26,1382.95
2020-12-16,1400.05,1399.42,1407.86,1388.15
2020-12-17,1419.22,1407.69,1434.65,1407.69
2020-12-18,1402.5,1418.81,1419.41,1386.34
2020-12-21,1335.93,1394.52,1394.52,1326.65
2020-12-22,1351.43,1339.03,1359.91,1327.89
2020-12-23,1366.76,1338.2,1367.27,1335.76
2020-12-24,1378.33,1365.31,1378.33,1358.22
2020-12-25,1378.36,1379.84,1384.06,1376.62
2020-12-28,1391.31,1379.64,1396.97,1379.64
2020-12-29,1398.48,1396.52,1405.9,1395.08
2020-12-30,1387.46,1393.96,1403.88,1382.88
2021-01-04,1424.84,1399.64,1439.61,1398.82
2021-01-05,1426.11,1410.89,1428.7,1386.56
2021-01-06,1436.71,1435.51,1446.21,1424.87
2021-01-08,1466.5,1444.76,1481.84,1444.76
2021-01-11,1466.56,1467.85,1488.56,1450.55
2021-01-12,1484.96,1474.34,1496.04,1467.96
2021-01-13,1486.77,1494.18,1503.21,1473.29
2021-01-14,1500.58,1478.41,1505.57,1466.25
2021-01-15,1474.28,1499.87,1507.06,1470.92
2021-01-18,1474.86,1472.0,1477.68,1456.73
2021-01-19,1470.63,1480.8,1492.72,1466.66
2021-01-20,1486.9,1476.75,1494.97,1475.65
2021-01-21,1463.84,1491.79,1500.03,1452.8
2021-01-22,1418.29,1452.51,1452.51,1413.12
2021-01-25,1412.02,1422.3,1444.44,1409.47
2021-01-26,1422.95,1415.26,1425.81,1403.34
2021-01-27,1393.02,1425.59,1431.21,1382.21
2021-01-28,1384.64,1378.58,1391.02,1365.13
2021-01-29,1367.64,1383.16,1383.16,1361.73
2021-02-01,1363.96,1367.53,1378.97,1362.64
2021-02-02,1398.99,1375.46,1406.62,1375.46
2021-02-03,1387.0,1385.32,1398.94,1377.16
2021-02-04,1402.71,1392.23,1413.31,1389.97
2021-02-05,1431.76,1417.26,1431.76,1417.26
2021-02-08,1462.22,1440.22,1462.8,1440.22
2021-02-09,1457.87,1467.41,1474.79,1456.26
2021-02-10,1448.31,1465.79,1471.89,1447.88
2021-02-11,1461.33,1450.83,1462.01,1447.97
2021-02-12,1461.99,1456.27,1461.99,1420.36
2021-02-15,1496.4,1479.53,1498.1,1479.53
2021-02-16,1494.58,1504.63,1508.95,1483.1
2021-02-17,1462.35,1493.48,1499.14,1457.39
2021-02-18,1446.7,1475.0,1478.99,1443.69
2021-02-19,1472.33,1448.6,1474.2,1440.4
2021-02-20,1465.82,1468.35,1469.62,1462.75
2021-02-22,1455.33,1466.66,1470.35,1434.84
2021-02-24,1445.91,1452.36,1468.28,1445.1
2021-02-25,1450.39,1461.85,1471.06,1443.21
2021-02-26,1411.93,1414.05,1435.66,1401.78
2021-03-01,1443.02,1422.57,1445.17,1419.57
2021-03-02,1452.48,1428.08,1458.5,1424.98
2021-03-03,1453.61,1465.95,1477.98,1450.65
2021-03-04,1454.67,1451.65,1462.83,1435.17
2021-03-05,1447.46,1432.87,1458.05,1423.89
2021-03-09,1481.85,1450.71,1489.68,1448.64
2021-03-10,1479.57,1479.41,1498.32,1472.73
2021-03-11,1505.22,1489.11,1505.22,1483.58
2021-03-12,1519.5,1504.84,1519.69,1500.5
2021-03-15,1543.99,1529.62,1550.49,1528.29
2021-03-16,1552.81,1555.69,1555.74,1531.49
2021-03-17,1493.66,1543.06,1547.81,1490.71
2021-03-18,1488.72,1513.39,1522.42,1485.0
2021-03-19,1474.05,1471.7,1491.33,1461.25
2021-03-22,1467.62,1473.49,1479.85,1461.46
2021-03-23,1435.67,1459.51,1459.51,1425.27
2021-03-24,1437.18,1426.5,1443.93,1423.25
2021-03-25,1417.16,1434.34,1440.29,1413.15
2021-03-26,1449.85,1443.85,1456.7,1440.01
2021-03-29,1468.14,1453.11,1468.14,1453.11
2021-03-30,1460.32,1473.27,1478.36,1451.97
2021-03-31,1477.11,1465.46,1481.04,1462.64
2021-04-01,1457.37,1479.37,1487.27,1454.07
2021-04-02,1466.71,1472.31,1472.75,1462.98
2021-04-05,1457.13,1465.04,1465.04,1446.29
2021-04-06,1426.86,1459.13,1461.17,1423.3
2021-04-07,1429.51,1414.27,1436.87,1406.33
2021-04-08,1440.43,1439.51,1446.38,1427.86
2021-04-09,1417.77,1434.27,1434.71,1417.05
2021-04-12,1432.48,1412.29,1444.85,1409.51
2021-04-13,1458.51,1438.56,1459.44,1432.36
2021-04-14,1490.0,1488.52,1490.0,1475.0
2021-04-15,1474.85,1437.95,1474.85,1435.54
2021-04-16,1497.05,1484.25,1497.05,1483.71
2021-04-19,1476.58,1488.08,1493.02,1471.95
2021-04-20,1455.43,1482.48,1490.63,1450.56
2021-04-21,1464.17,1458.92,1471.16,1451.86
2021-04-22,1501.77,1473.25,1502.76,1466.16
2021-04-23,1511.85,1509.02,1516.65,1499.32
2021-04-26,1519.33,1515.84,1524.5,1510.05
2021-04-27,1516.01,1517.4,1525.61,1507.32
2021-04-28,1509.06,1517.74,1519.37,1502.01
2021-04-29,1510.72,1526.91,1530.97,1504.57
2021-04-30,1485.03,1509.7,1512.29,1483.3
2021-05-04,1502.58,1489.85,1511.3,1489.2
2021-05-05,1535.67,1515.33,1535.92,1514.06
2021-05-06,1550.64,1533.18,1552.78,1532.37
2021-05-07,1577.51,1561.46,1577.51,1557.08
2021-05-10,1570.78,1577.52,1583.48,1565.08
2021-05-11,1552.63,1547.93,1558.62,1538.7
2021-05-12,1548.02,1555.92,1564.72,1542.63
2021-05-13,1546.93,1538.96,1555.65,1522.88
2021-05-14,1548.93,1557.45,1559.34,1546.47
2021-05-17,1551.36,1554.03,1562.17,1539.4
2021-05-18,1574.32,1568.37,1581.64,1568.02
2021-05-19,1552.91,1580.97,1580.97,1545.67
2021-05-20,1558.72,1558.53,1562.71,1541.08
2021-05-21,1569.55,1557.24,1574.38,1549.37
2021-05-24,1570.9,1570.13,1573.83,1558.74
2021-05-25,1580.69,1581.61,1584.61,1574.87
2021-05-26,1590.58,1585.98,1592.95,1581.51
2021-05-27,1603.67,1588.99,1604.16,1583.07
2021-05-28,1603.79,1605.78,1607.5,1593.69
2021-05-31,1597.54,1596.14,1604.16,1594.99
2021-06-01,1614.21,1609.56,1622.82,1609.56
2021-06-02,1643.66,1613.99,1643.66,1611.46
2021-06-03,1636.51,1650.35,1652.1,1625.55
2021-06-04,1647.06,1636.67,1649.03,1619.27
2021-06-07,1652.99,1644.74,1655.16,1637.06
2021-06-08,1656.46,1651.13,1660.72,1645.3
2021-06-09,1674.75,1668.1,1678.95,1660.91
2021-06-10,1677.36,1673.27,1686.58,1666.56
2021-06-11,1678.57,1686.05,1692.47,1676.86
2021-06-14,1687.37,1679.91,1688.11,1673.62
2021-06-15,1665.31,1691.65,1695.46,1663.82
2021-06-16,1679.02,1669.37,1681.13,1664.65
2021-06-17,1664.38,1651.9,1674.03,1649.57
2021-06-18,1646.72,1657.59,1661.68,1644.12
2021-06-21,1642.39,1637.74,1646.3,1627.28
2021-06-22,1645.59,1650.49,1652.42,1638.95
2021-06-23,1666.21,1661.13,1671.72,1655.29
2021-06-24,1664.94,1666.52,1673.59,1656.41
2021-06-25,1672.08,1668.4,1672.67,1660.54
2021-06-28,1669.75,1673.18,1681.18,1667.1
2021-06-29,1640.08,1663.68,1665.66,1638.35
2021-06-30,1653.78,1646.58,1662.32,1632.33
2021-07-01,1656.61,1656.7,1676.18,1654.68
2021-07-02,1659.72,1650.94,1666.1,1644.06
2021-07-05,1664.55,1665.44,1667.54,1658.5
2021-07-06,1644.99,1676.35,1682.69,1643.67
2021-07-07,1641.42,1648.92,1661.88,1633.2
2021-07-08,1627.64,1628.91,1629.46,1608.27
2021-07-09,1635.04,1631.37,1644.08,1628.07
2021-07-12,1640.22,1634.62,1643.94,1622.69
2021-07-13,1648.84,1650.95,1653.21,1631.73
2021-07-14,1625.77,1635.15,1642.74,1624.76
2021-07-15,1612.08,1624.02,1629.49,1608.89
2021-07-16,1603.1,1610.16,1620.5,1593.29
2021-07-19,1559.4,1587.95,1587.95,1552.48
2021-07-20,1567.28,1565.35,1573.31,1551.73
2021-07-21,1586.12,1573.65,1587.2,1564.29
2021-07-22,1599.74,1597.81,1605.78,1592.45
2021-07-23,1595.86,1607.53,1609.15,1592.9
2021-07-26,1602.53,1584.31,1605.14,1574.63
2021-07-27,1594.64,1603.27,1607.61,1593.43
2021-07-28,1616.34,1601.49,1616.34,1599.17
2021-07-29,1639.35,1630.24,1639.35,1628.76
2021-07-30,1625.76,1626.66,1636.17,1620.15
2021-08-02,1635.9,1632.24,1644.27,1630.27
2021-08-03,1637.7,1632.84,1641.88,1624.14
2021-08-04,1640.3,1648.2,1651.97,1636.97
2021-08-05,1653.31,1636.3,1653.84,1635.07
2021-08-06,1632.87,1655.13,1655.52,1629.81
2021-08-09,1641.07,1625.53,1647.88,1623.35
2021-08-10,1646.47,1647.57,1653.89,1640.21
2021-08-11,1656.2,1651.3,1659.87,1638.97
2021-08-12,1665.56,1661.65,1670.41,1659.57
2021-08-13,1666.44,1662.83,1670.6,1660.41
2021-08-16,1674.09,1657.91,1674.09,1654.47
2021-08-17,1689.76,1669.15,1690.23,1669.02
2021-08-18,1675.21,1694.66,1695.41,1672.52
2021-08-19,1635.63,1651.73,1651.83,1630.9
2021-08-20,1623.5,1639.98,1641.28,1618.0
2021-08-23,1649.94,1642.23,1651.11,1640.12
2021-08-24,1660.9,1658.37,1663.79,1647.2
2021-08-25,1653.56,1660.78,1663.39,1647.57
2021-08-26,1634.79,1648.21,1650.36,1627.66
2021-08-27,1664.25,1642.58,1664.25,1634.7
2021-08-30,1684.7,1669.47,1684.7,1669.47
2021-08-31,1684.16,1689.93,1694.19,1678.18
2021-09-01,1715.09,1689.29,1716.51,1689.29
2021-09-02,1726.61,1720.56,1728.79,1713.97
2021-09-03,1734.16,1719.43,1734.16,1713.13
2021-09-06,1737.01,1729.36,1738.74,1728.88
2021-09-07,1723.91,1738.97,1742.31,1721.46
2021-09-08,1726.53,1723.42,1733.71,1709.79
2021-09-09,1726.37,1723.35,1733.71,1715.14
2021-09-10,1725.25,1729.11,1734.77,1721.15
2021-09-13,1751.08,1728.23,1751.08,1724.72
2021-09-14,1754.6,1755.29,1760.36,1746.38
2021-09-15,1766.67,1751.85,1773.04,1749.48
2021-09-16,1755.64,1768.68,1772.83,1748.76
2021-09-17,1745.04,1756.17,1758.81,1738.96
2021-09-20,1700.66,1717.05,1718.55,1695.03
2021-09-21,1710.9,1710.61,1721.1,1704.51
2021-09-22,1747.31,1730.06,1747.31,1728.48
2021-09-23,1753.21,1752.72,1759.01,1741.41
2021-09-24,1747.56,1751.0,1751.74,1733.26
2021-09-27,1774.24,1765.25,1775.24,1760.34
2021-09-28,1756.26,1785.05,1788.01,1749.61
2021-09-29,1756.52,1750.65,1764.93,1747.59
2021-09-30,1777.74,1768.12,1780.94,1758.65
2021-10-01,1771.5,1762.31,1776.24,1754.69
2021-10-04,1785.75,1775.49,1791.34,1769.91
2021-10-05,1840.11,1793.01,1840.37,1793.01
2021-10-06,1814.64,1854.48,1854.97,1808.41
2021-10-07,1853.99,1840.11,1856.58,1818.69
2021-10-08,1860.96,1852.83,1866.89,1845.19
2021-10-11,1882.43,1871.73,1883.71,1867.58
2021-10-12,1869.94,1867.33,1876.79,1860.64
2021-10-13,1855.11,1869.05,1869.05,1835.8
2021-10-14,1875.97,1875.38,1890.46,1873.37
2021-10-15,1891.56,1888.52,1893.71,1878.47
2021-10-18,1876.56,1884.39,1884.39,1869.25
2021-10-19,1900.04,1890.05,1901.94,1880.34
2021-10-20,1904.77,1900.69,1906.85,1889.05
2021-10-21,1868.16,1897.21,1900.99,1865.38
2021-10-22,1877.99,1869.19,1901.91,1867.48
2021-10-25,1919.58,1885.1,1919.58,1879.69
2021-10-26,1916.29,1925.11,1933.59,1916.29
2021-10-27,1891.28,1910.3,1914.54,1879.33
2021-10-28,1880.37,1874.63,1884.33,1857.28
2021-10-29,1843.83,1872.94,1872.96,1829.85
2021-11-01,1866.98,1838.95,1870.43,1838.95
2021-11-02,1850.83,1867.07,1872.21,1838.55
2021-11-03,1826.65,1841.9,1844.21,1820.25
2021-11-05,1848.1,1831.86,1853.2,1824.53
2021-11-08,1865.46,1857.38,1865.46,1848.81
2021-11-09,1864.21,1858.04,1877.39,1852.28
2021-11-10,1853.64,1864.05,1870.35,1847.15
2021-11-11,1854.48,1830.95,1854.57,1826.58
2021-11-12,1784.28,1839.23,1839.23,1779.52
2021-11-15,1791.44,1789.01,1813.36,1786.81
2021-11-16,1767.58,1799.37,1806.44,1764.64
2021-11-17,1802.52,1777.65,1803.76,1773.75
2021-11-18,1761.96,1788.34,1798.0,1758.55
2021-11-19,1723.74,1781.88,1785.72,1714.82
2021-11-22,1628.1,1717.46,1724.86,1628.1
2021-11-23,1662.38,1614.61,1670.62,1585.65
2021-11-24,1660.59,1696.69,1704.31,1650.55
2021-11-25,1665.74,1671.42,1686.27,1659.38
2021-11-26,1589.38,1608.28,1620.38,1587.42
2021-11-29,1638.72,1628.86,1664.22,1613.76
2021-11-30,1645.81,1608.53,1650.82,1608.22
2021-12-01,1687.12,1663.71,1690.17,1661.03
2021-12-02,1690.13,1678.93,1694.0,1663.54
2021-12-03,1668.26,1695.11,1700.57,1667.15
2021-12-06,1622.07,1677.57,1682.98,1622.07
2021-12-07,1647.14,1636.54,1648.59,1617.78
2021-12-08,1612.73,1662.51,1669.68,1612.73
2021-12-09,1632.54,1619.52,1644.78,1617.77
2021-12-10,1612.25,1629.05,1633.78,1610.32
2021-12-13,1548.09,1624.67,1628.53,1546.82
2021-12-14,1548.81,1515.84,1558.2,1514.57
2021-12-15,1541.0,1546.78,1566.75,1538.14
2021-12-16,1604.7,1565.7,1610.13,1565.7
2021-12-17,1583.05,1600.46,1600.46,1576.44
2021-12-20,1557.64,1567.44,1567.44,1540.59
2021-12-21,1573.5,1571.27,1583.67,1559.97
2021-12-22,1601.93,1572.45,1605.68,1572.45
2021-12-23,1587.87,1606.55,1608.84,1581.76
2021-12-24,1584.15,1592.57,1593.24,1568.41
2021-12-27,1602.91,1593.96,1603.8,1590.48
2021-12-28,1611.75,1610.22,1622.45,1606.59
2021-12-29,1589.74,1609.44,1612.56,1586.45
2021-12-30,1595.76,1590.27,1597.12,1579.55
2022-01-03,1622.75,1603.68,1640.39,1603.68
2022-01-04,1622.58,1634.44,1637.45,1614.2
2022-01-05,1586.2,1612.9,1614.06,1582.7
2022-01-06,1545.24,1550.88,1556.51,1519.38
2022-01-10,1565.31,1583.04,1598.91,1561.27
2022-01-11,1595.45,1579.0,1600.05,1576.72
2022-01-12,1612.8,1601.47,1624.34,1598.75
2022-01-13,1516.99,1611.11,1613.6,1513.77
2022-01-14,1485.86,1532.71,1546.73,1443.48
2022-01-17,1474.99,1501.15,1517.35,1445.67
2022-01-18,1367.45,1460.48,1463.37,1355.25
2022-01-19,1414.68,1342.07,1452.21,1331.03
2022-01-20,1450.59,1441.95,1461.26,1400.89
