date,curs
2023-07-04,97.2582
2023-07-01,96.0195
2023-06-30,95.1052
2023-06-29,93.8644
2023-06-28,93.1373
2023-06-27,92.2969
2023-06-24,91.4933
2023-06-23,91.943
2023-06-22,92.0014
2023-06-21,92.0745
2023-06-20,91.7966
2023-06-17,91.6329
2023-06-16,90.9665
2023-06-15,91.0668
2023-06-14,90.3899
2023-06-10,89.0057
2023-06-09,88.0379
2023-06-08,87.1651
2023-06-07,86.9519
2023-06-06,87.0318
2023-06-03,87.101
2023-06-02,86.5764
2023-06-01,86.5009
2023-05-31,86.5119
2023-05-30,85.9013
2023-05-27,85.919
2023-05-26,85.8767
2023-05-25,86.1995
2023-05-24,86.5502
2023-05-23,86.4963
2023-05-20,86.277
2023-05-19,86.4964
2023-05-18,87.5749
2023-05-17,87.1619
2023-05-16,86.0862
2023-05-13,84.25
2023-05-12,82.8877
2023-05-11,84.1498
2023-05-06,84.9073
2023-05-05,86.9986
2023-05-04,87.575
2023-05-03,87.6556
2023-04-29,88.3712
2023-04-28,90.2023
2023-04-27,90.1436
2023-04-26,90.0332
2023-04-25,89.4589
2023-04-22,89.3495
2023-04-21,89.4638
2023-04-20,89.3736
2023-04-19,89.5713
2023-04-18,89.659
2023-04-15,90.1637
2023-04-14,90.0035
2023-04-13,89.7599
2023-04-12,89.7271
2023-04-11,89.1737
2023-04-08,90.2892
2023-04-07,88.1294
2023-04-06,87.0954
2023-04-05,86.7207
2023-04-04,84.6185
2023-04-01,84.1116
2023-03-31,83.7639
2023-03-30,83.4859
2023-03-29,82.775
2023-03-28,82.2913
2023-03-25,82.3923
2023-03-24,83.1452
2023-03-23,82.967
2023-03-22,82.5428
2023-03-21,82.3736
2023-03-18,81.4635
2023-03-17,81.1418
2023-03-16,80.8763
2023-03-15,80.5192
2023-03-14,80.6102
2023-03-11,80.4009
2023-03-10,80.1372
2023-03-08,80.5496
2023-03-07,80.2353
2023-03-04,80.0469
2023-03-03,80.1897
2023-03-02,80.1008
2023-03-01,79.5134
2023-02-28,79.623
2023-02-23,79.5716
2023-02-22,79.7588
2023-02-21,79.133
2023-02-18,79.6104
2023-02-17,79.9764
2023-02-16,79.5654
2023-02-15,79.3355
2023-02-14,78.671
2023-02-11,78.0542
2023-02-10,78.3223
2023-02-09,76.8344
2023-02-08,75.9087
2023-02-07,76.0347
2023-02-04,76.7344
2023-02-03,76.9564
2023-02-02,76.2245
2023-02-01,76.3004
2023-01-31,75.7799
2023-01-28,75.4062
2023-01-27,75.3348
2023-01-26,74.9564
2023-01-25,74.6948
2023-01-24,74.7307
2023-01-21,74.3434
2023-01-20,74.4058
2023-01-19,74.5882
2023-01-18,74.2646
2023-01-17,73.8298
2023-01-14,73.1131
2023-01-13,72.7908
2023-01-12,74.1361
2023-01-11,74.5438
2023-01-10,75.0785
2022-12-31,75.6553
2022-12-30,76.0765
2022-12-29,75.66
2022-12-28,74.1829
2022-12-27,72.6226
2022-12-24,73.0407
2022-12-23,76.6446
2022-12-22,75.0914
2022-12-21,73.3389
2022-12-20,70.6196
2022-12-17,68.7798
2022-12-16,68.447
2022-12-15,67.4478
2022-12-14,66.7017
2022-12-13,66.27
2022-12-10,65.8407
2022-12-09,65.6762
2022-12-08,65.8966
2022-12-07,66.1087
2022-12-06,65.5205
2022-12-03,64.9868
2022-12-02,63.8279
2022-12-01,63.0504
2022-11-30,63.3882
2022-11-29,63.3008
2022-11-26,62.8762
2022-11-25,62.7814
2022-11-24,62.285
2022-11-23,62.1774
2022-11-22,62.1245
2022-11-19,62.4484
2022-11-18,62.5712
2022-11-17,62.6675
2022-11-16,62.6297
2022-11-15,62.1554
2022-11-12,61.5416
2022-11-11,61.0037
2022-11-10,61.2445
2022-11-09,60.8231
2022-11-08,60.9013
2022-11-04,60.6071
2022-11-03,60.9216
2022-11-02,60.9668
2022-11-01,61.1196
2022-10-29,61.1328
2022-10-28,61.5718
2022-10-27,61.5682
2022-10-26,60.4648
2022-10-25,60.1575
2022-10-22,59.8378
2022-10-21,60.4371
2022-10-20,60.1086
2022-10-19,60.53
2022-10-18,60.5608
2022-10-15,62.4695
2022-10-14,62.5903
2022-10-13,62.5867
2022-10-12,62.3481
2022-10-11,60.8019
2022-10-08,59.9756
2022-10-07,58.2392
2022-10-06,58.0613
2022-10-05,56.1725
2022-10-04,54.3947
2022-10-01,52.7379
2022-09-30,55.4064
2022-09-29,55.7232
2022-09-28,55.9953
2022-09-27,55.9278
2022-09-24,56.4751
2022-09-23,58.9388
2022-09-22,60.211
2022-09-21,60.0507
2022-09-20,60.0426
2022-09-17,59.874
2022-09-16,59.6196
2022-09-15,59.8368
2022-09-14,60.9364
2022-09-13,61.3127
2022-09-10,60.8571
2022-09-09,60.6952
2022-09-08,60.5458
2022-09-07,60.4929
2022-09-06,60.1408
2022-09-03,60.2187
2022-09-02,60.2842
2022-09-01,60.2141
2022-08-31,60.5752
2022-08-30,59.9608
2022-08-27,59.8784
2022-08-26,59.5983
2022-08-25,59.5082
2022-08-24,59.3304
2022-08-23,59.5344
2022-08-20,59.3934
2022-08-19,60.8957
2022-08-18,61.8322
2022-08-17,62.3551
2022-08-16,62.5056
2022-08-13,62.5355
2022-08-12,62.5156
2022-08-11,61.704
2022-08-10,61.5542
2022-08-09,61.1615
2022-08-06,61.361
2022-08-05,61.0872
2022-08-04,61.1243
2022-08-03,61.2656
2022-08-02,63.2468
2022-07-30,62.5695
2022-07-29,61.2171
2022-07-28,61.0032
2022-07-27,59.4068
2022-07-26,58.6741
2022-07-23,57.7608
2022-07-22,57.1133
2022-07-21,55.826
2022-07-20,56.4463
2022-07-19,57.1526
2022-07-16,57.8851
2022-07-15,58.3432
2022-07-14,58.9002
2022-07-13,58.7643
2022-07-12,61.8056
2022-07-09,62.0499
2022-07-08,64.1349
2022-07-07,64.326
2022-07-06,60.1618
2022-07-05,57.1836
2022-07-02,56.3584
2022-07-01,54.6405
2022-06-30,53.858
2022-06-29,55.8886
2022-06-28,56.0535
2022-06-25,55.964
2022-06-24,55.9886
2022-06-23,55.8307
2022-06-22,57.4566
2022-06-21,58.8003
2022-06-18,59.3299
2022-06-17,58.9568
2022-06-16,59.1204
2022-06-15,59.2481
2022-06-11,60.9656
2022-06-10,62.0934
2022-06-09,63.938
2022-06-08,64.5699
2022-06-07,64.8669
2022-06-04,65.9191
2022-06-03,64.9053
2022-06-02,63.6629
2022-06-01,62.7397
2022-05-31,64.717
2022-05-28,69.4353
2022-05-27,64.4392
2022-05-26,57.921
2022-05-25,58.8705
2022-05-24,60.3851
2022-05-21,60.8953
2022-05-20,64.9358
2022-05-19,66.6135
2022-05-18,66.3644
2022-05-17,65.8166
2022-05-14,65.7939
2022-05-13,68.7835
2022-05-12,72.6314
2022-05-07,71.0963
2022-05-06,70.0662
2022-05-05,72.7815
2022-04-30,74.5589
2022-04-29,75.3117
2022-04-28,75.9224
2022-04-27,76.667
2022-04-26,77.4651
2022-04-23,80.0249
2022-04-22,81.2239
2022-04-21,83.2705
2022-04-20,85.9674
2022-04-19,86.4289
2022-04-16,87.0715
2022-04-15,88.0024
2022-04-14,86.7219
2022-04-13,86.7939
2022-04-12,85.9752
2022-04-09,81.7064
2022-04-08,83.293
2022-04-07,90.5998
2022-04-06,91.7289
2022-04-05,92.3872
2022-04-02,92.1468
2022-04-01,92.493
2022-03-31,93.696
2022-03-30,96.0085
2022-03-29,102.6714
2022-03-26,105.2662
2022-03-25,105.4679
2022-03-24,113.2613
2022-03-23,114.7833
2022-03-22,115.6002
2022-03-19,114.3996
2022-03-18,115.9311
2022-03-17,118.7601
2022-03-16,122.4522
2022-03-15,127.2343
2022-03-12,128.9523
2022-03-11,132.9581
2022-03-10,126.4395
2022-03-06,115.6212
2022-03-05,116.5312
2022-03-04,124.0161
2022-03-03,114.5544
2022-03-02,102.9112
2022-03-01,104.4772
2022-02-26,93.5994
2022-02-25,97.7688
2022-02-23,90.882
2022-02-22,87.3379
2022-02-19,86.1489
2022-02-18,86.1308
2022-02-17,85.306
2022-02-16,86.2656
2022-02-15,86.8451
2022-02-12,85.3574
2022-02-11,85.3798
2022-02-10,85.3784
2022-02-09,85.892
2022-02-08,86.5181
2022-02-05,87.1163
2022-02-04,86.561
2022-02-03,86.2826
2022-02-02,86.7869
2022-02-01,86.5032
2022-01-29,86.6419
2022-01-28,88.468
2022-01-27,89.1511
2022-01-26,88.9286
2022-01-25,87.5925
2022-01-22,86.9054
2022-01-21,86.8215
2022-01-20,87.1318
2022-01-19,87.0216
2022-01-18,86.8609
2022-01-15,86.8894
2022-01-14,85.4556
2022-01-13,84.6709
2022-01-12,84.8784
2022-01-11,85.1315
2021-12-31,84.0695
2021-12-30,83.204
2021-12-29,83.2194
2021-12-28,82.9363
2021-12-25,82.93
2021-12-24,83.1223
2021-12-23,83.1541
2021-12-22,83.3213
2021-12-21,83.6187
2021-12-18,83.5026
2021-12-17,83.1571
2021-12-16,83.2375
2021-12-15,82.8299
2021-12-14,82.866
2021-12-11,83.1158
2021-12-10,83.3444
2021-12-09,83.364
2021-12-08,83.7114
2021-12-07,83.1138
2021-12-04,83.2406
2021-12-03,83.8105
2021-12-02,83.8354
2021-12-01,84.8234
2021-11-30,84.482
2021-11-27,84.9526
2021-11-26,83.6793
2021-11-25,83.6394
2021-11-24,84.1718
2021-11-23,82.7715
2021-11-20,82.5845
2021-11-19,82.2583
2021-11-18,82.3553
2021-11-17,82.5244
2021-11-16,82.7736
2021-11-13,82.2173
2021-11-12,81.6552
2021-11-11,81.787
2021-11-10,82.6497
2021-11-09,82.5355
2021-11-04,82.8112
2021-11-03,82.9577
2021-11-02,82.1687
2021-10-30,82.2898
2021-10-29,81.8393
2021-10-28,81.0289
2021-10-27,80.7019
2021-10-26,81.7418
2021-10-23,82.4979
2021-10-22,82.6399
2021-10-21,82.6162
2021-10-20,82.6841
2021-10-19,82.4592
2021-10-16,82.7276
2021-10-15,83.3347
2021-10-14,83.0028
2021-10-13,83.0934
2021-10-12,82.9273
2021-10-09,83.1248
2021-10-08,83.6053
2021-10-07,83.9251
2021-10-06,84.1723
2021-10-05,84.6355
2021-10-02,84.4577
2021-10-01,84.305
2021-09-30,84.8755
2021-09-29,84.6752
2021-09-28,85.0355
2021-09-25,85.6823
2021-09-24,85.204
2021-09-23,85.4889
2021-09-22,85.8568
2021-09-21,85.8785
2021-09-18,85.4614
2021-09-17,85.3622
2021-09-16,86.0674
2021-09-15,85.988
2021-09-14,86.115
2021-09-11,86.1478
2021-09-10,86.4677
2021-09-09,86.9114
2021-09-08,86.8922
2021-09-07,86.5743
2021-09-04,86.5366
2021-09-03,86.297
2021-09-02,86.3949
2021-09-01,86.666
2021-08-31,86.8104
2021-08-28,87.0304
2021-08-27,87.0576
2021-08-26,86.5814
2021-08-25,86.8058
2021-08-24,86.7838
2021-08-21,86.8646
2021-08-20,86.615
2021-08-19,86.121
2021-08-18,86.4804
2021-08-17,86.5072
2021-08-14,86.2195
2021-08-13,86.3457
2021-08-12,86.6257
2021-08-11,86.3578
2021-08-10,86.4378
2021-08-07,86.4621
2021-08-06,86.6529
2021-08-05,86.4112
2021-08-04,86.5578
2021-08-03,86.7717
2021-07-31,86.9913
2021-07-30,86.8624
2021-07-29,86.9173
2021-07-28,86.9919
2021-07-27,87.3171
2021-07-24,86.8451
2021-07-23,86.9227
2021-07-22,87.5983
2021-07-21,87.7727
2021-07-20,87.6097
2021-07-17,87.5673
2021-07-16,87.8316
2021-07-15,87.3917
2021-07-14,87.782
2021-07-13,88.605
2021-07-10,88.1397
2021-07-09,88.7755
2021-07-08,87.5588
2021-07-07,87.0034
2021-07-06,87.0272
2021-07-03,87.0748
2021-07-02,86.4113
2021-07-01,86.5118
2021-06-30,86.2026
2021-06-29,86.1657
2021-06-26,86.1919
2021-06-25,86.3283
2021-06-24,86.7137
2021-06-23,87.0677
2021-06-22,86.8942
2021-06-19,85.9943
2021-06-18,86.7012
2021-06-17,87.3536
2021-06-16,87.211
2021-06-12,87.3274
2021-06-11,87.8065
2021-06-10,87.8114
2021-06-09,88.6433
2021-06-08,88.653
2021-06-05,88.7545
2021-06-04,89.2644
2021-06-03,89.6895
2021-06-02,89.5958
2021-06-01,89.3778
2021-05-29,89.6731
2021-05-28,89.6555
2021-05-27,89.9392
2021-05-26,89.9545
2021-05-25,89.6877
2021-05-22,89.9446
2021-05-21,89.7708
2021-05-20,90.1006
2021-05-19,89.9057
2021-05-18,89.6584
2021-05-15,89.6249
2021-05-14,89.9343
2021-05-13,89.8475
2021-05-12,90.004
2021-05-08,89.506
2021-05-07,89.6788
2021-05-06,89.7742
2021-05-05,90.451
2021-05-01,90.585
2021-04-30,90.1513
2021-04-29,90.4289
2021-04-28,90.4666
2021-04-27,90.4468
2021-04-24,90.4676
2021-04-23,92.0423
2021-04-22,92.2913
2021-04-21,91.7507
2021-04-20,91.476
2021-04-17,90.4602
2021-04-16,92.2307
2021-04-15,90.5391
2021-04-14,91.9162
2021-04-13,92.0669
2021-04-10,91.7809
2021-04-09,91.6192
2021-04-08,92.3321
2021-04-07,90.1821
2021-04-06,89.9958
2021-04-03,89.5916
2021-04-02,88.9523
2021-04-01,88.7452
2021-03-31,88.8821
2021-03-30,89.349
2021-03-27,89.2576
2021-03-26,89.9768
2021-03-25,90.0515
2021-03-24,89.767
2021-03-23,88.6573
2021-03-20,88.433
2021-03-19,88.1173
2021-03-18,86.9693
2021-03-17,86.9852
2021-03-16,87.3508
2021-03-13,87.7981
2021-03-12,87.7585
2021-03-11,87.9587
2021-03-10,88.1736
2021-03-06,88.9334
2021-03-05,88.9421
2021-03-04,88.8768
2021-03-03,89.5652
2021-03-02,89.4461
2021-02-27,90.3743
2021-02-26,89.4995
2021-02-25,89.6691
2021-02-21,89.6604
2021-02-20,89.5427
2021-02-19,88.87
2021-02-18,89.0809
2021-02-17,88.9441
2021-02-16,88.9754
2021-02-13,89.6052
2021-02-12,89.4388
2021-02-11,89.5684
2021-02-10,89.5286
2021-02-09,89.4019
2021-02-06,89.885
2021-02-05,90.9206
2021-02-04,91.5624
2021-02-03,91.625
2021-02-02,91.5426
2021-01-30,92.2963
2021-01-29,92.131
2021-01-28,91.2186
2021-01-27,91.6701
2021-01-26,91.1458
2021-01-23,90.4087
2021-01-22,88.9677
2021-01-21,89.1483
2021-01-20,89.2064
2021-01-19,89.3304
2021-01-16,89.2546
2021-01-15,89.6475
2021-01-14,89.7831
2021-01-13,90.3227
2021-01-12,90.8123
2021-01-01,90.7932
2020-12-31,90.6824
2020-12-30,90.2074
2020-12-29,90.127
2020-12-26,89.8749
2020-12-25,91.3487
2020-12-24,91.9822
2020-12-23,92.0699
2020-12-22,91.0029
2020-12-19,89.8262
2020-12-18,89.2887
2020-12-17,89.3229
2020-12-16,89.1846
2020-12-15,88.5847
2020-12-12,88.7744
2020-12-11,89.133
2020-12-10,88.9418
2020-12-09,89.2044
2020-12-08,89.9695
2020-12-05,90.2618
2020-12-04,91.1946
2020-12-03,91.3052
2020-12-02,91.3096
2020-12-01,91.2037
2020-11-28,90.4629
2020-11-27,90.0291
2020-11-26,89.888
2020-11-25,89.8934
2020-11-24,89.9347
2020-11-21,90.2643
2020-11-20,90.3484
2020-11-19,90.2314
2020-11-18,90.3903
2020-11-17,91.1729
2020-11-14,91.3222
2020-11-13,90.8104
2020-11-12,90.0468
2020-11-11,90.3557
2020-11-10,91.4953
2020-11-07,91.3514
2020-11-06,92.1229
2020-11-04,93.3447
2020-11-03,93.757
2020-10-31,92.6284
2020-10-30,92.6011
2020-10-29,91.2632
2020-10-28,90.3552
2020-10-27,90.4489
2020-10-24,90.4142
2020-10-23,91.3563
2020-10-22,91.3448
2020-10-21,91.5603
2020-10-20,91.3115
2020-10-17,91.3041
2020-10-16,91.4542
2020-10-15,90.7065
2020-10-14,91.0732
2020-10-13,91.0037
2020-10-10,90.7163
2020-10-09,91.699
2020-10-08,91.8129
2020-10-07,92.5184
2020-10-06,91.6599
2020-10-03,91.5779
2020-10-02,90.7237
2020-10-01,92.4302
2020-09-30,93.0237
2020-09-29,91.479
2020-09-26,89.6637
2020-09-25,89.9818
2020-09-24,89.2508
2020-09-23,89.4813
2020-09-22,90.0063
2020-09-19,88.9578
2020-09-18,88.6313
2020-09-17,88.8644
2020-09-16,89.3614
2020-09-15,88.5819
2020-09-12,88.6768
2020-09-11,89.3036
2020-09-10,89.5663
2020-09-09,89.7369
2020-09-08,89.4771
2020-09-05,89.0384
2020-09-04,89.1353
2020-09-03,87.7369
2020-09-02,88.1547
2020-09-01,87.8266
2020-08-29,88.7448
2020-08-28,88.996
2020-08-27,89.2254
2020-08-26,88.059
2020-08-25,87.903
2020-08-22,87.7343
2020-08-21,87.4261
2020-08-20,87.4037
2020-08-19,87.3401
2020-08-18,86.4666
2020-08-15,86.4092
2020-08-14,87.0399
2020-08-13,85.956
2020-08-12,85.9246
2020-08-11,86.8258
2020-08-08,87.1722
2020-08-07,86.6178
2020-08-06,86.625
2020-08-05,86.5011
2020-08-04,87.2253
2020-08-01,87.2889
2020-07-31,86.2532
2020-07-30,84.912
2020-07-29,84.261
2020-07-28,83.7759
2020-07-25,83.1031
2020-07-24,82.1893
2020-07-23,81.5904
2020-07-22,81.2499
2020-07-21,82.3902
2020-07-18,81.6821
2020-07-17,81.2318
2020-07-16,80.8392
2020-07-15,80.623
2020-07-14,80.0937
2020-07-11,80.2689
2020-07-10,80.4134
2020-07-09,80.4062
2020-07-08,81.4676
2020-07-07,80.5581
2020-07-04,79.2207
2020-07-03,79.5181
2020-07-02,79.1901
2020-07-01,78.9929
2020-06-30,78.6812
2020-06-27,77.5413
2020-06-26,78.0589
2020-06-25,77.759
2020-06-24,77.6832
2020-06-23,77.8285
2020-06-20,78.0047
2020-06-19,78.2924
2020-06-18,78.3829
2020-06-17,79.0434
2020-06-16,79.1451
2020-06-12,78.5225
2020-06-11,77.9229
2020-06-10,77.3481
2020-06-09,77.1861
2020-06-06,77.9658
2020-06-05,77.3245
2020-06-04,76.6243
2020-06-03,76.7782
2020-06-02,77.6376
2020-05-30,78.5489
2020-05-29,78.2611
2020-05-28,77.9069
2020-05-27,77.7854
2020-05-26,77.8823
2020-05-23,78.4431
2020-05-22,77.7965
2020-05-21,79.1813
2020-05-20,79.1677
2020-05-19,78.9422
2020-05-16,79.1279
2020-05-15,79.9033
2020-05-14,79.7775
2020-05-13,79.4394
2020-05-09,80.0039
2020-05-08,80.0611
2020-05-07,80.0598
2020-05-01,79.1189
2020-04-30,80.0488
2020-04-29,80.7749
2020-04-28,80.7611
2020-04-25,80.2528
2020-04-24,81.1468
2020-04-23,83.6826
2020-04-22,82.616
2020-04-21,81.1019
2020-04-18,80.111
2020-04-17,81.2791
2020-04-16,80.6731
2020-04-15,80.1186
2020-04-14,80.5387
2020-04-11,80.7358
2020-04-10,81.0882
2020-04-09,82.2341
2020-04-08,82.012
2020-04-07,82.6346
2020-03-28,85.7389
2020-03-27,85.9648
2020-03-26,84.1485
2020-03-25,85.4253
2020-03-24,86.705
2020-03-21,84.1552
2020-03-20,87.2669
2020-03-19,84.8881
2020-03-18,82.3056
2020-03-17,82.7471
2020-03-14,81.861
2020-03-13,83.6584
2020-03-12,81.0207
2020-03-11,81.8588
2020-03-07,75.8424
2020-03-06,73.6842
2020-03-05,73.7369
2020-03-04,73.9385
2020-03-03,73.4178
2020-02-29,73.7235
2020-02-28,71.6458
2020-02-27,71.2439
2020-02-26,70.4591
2020-02-22,69.4191
2020-02-21,68.7705
2020-02-20,68.7823
2020-02-19,69.0882
2020-02-18,68.6201
2020-02-15,68.771
2020-02-14,69.1795
2020-02-13,68.7843
2020-02-12,69.7684
2020-02-11,69.8226
2020-02-08,69.6288
2020-02-07,69.0837
2020-02-06,69.7443
2020-02-05,70.1265
2020-02-04,70.7921
2020-02-01,69.5976
2020-01-31,69.4151
2020-01-30,68.6764
2020-01-29,69.226
2020-01-28,68.7775
2020-01-25,68.2924
2020-01-24,68.6856
2020-01-23,68.5186
2020-01-22,68.6222
2020-01-21,68.2082
2020-01-18,68.5358
2020-01-17,68.656
2020-01-16,68.3747
2020-01-15,68.4213
2020-01-14,67.8162
2020-01-11,68.045
2020-01-10,68.0555
2020-01-01,69.3777
